ProductoID,Anio,Semana,CantidadVendida,VentaNeta,PrecioPromedio,Utilidad,StockActual,LeadTimeDias,Lag1,Lag2,Lag3,PromedioMovil4,DemandaProximaSemana,DemandaPredicha,ErrorAbsoluto,RiesgoStock,CantidadSugeridaCompra,StockSeguridad,CompraRecomendada
PROD029,2026.0,20,69.0,6572.0315,106.16714285714286,2282.7615,59.0,3.0,68.0,59.0,50.0,55.25,60.0,62.74245728710947,2.742457287109467,ALTO,3.742457287109467,12.548491457421894,16.290948744531363
PROD029,2026.0,21,60.0,6068.0665,106.988125,2353.0265,59.0,3.0,69.0,68.0,59.0,61.5,53.0,62.24459783098469,9.244597830984688,ALTO,3.244597830984688,12.448919566196938,15.693517397181623
PROD029,2026.0,22,53.0,5517.1015,106.606,2211.6814999999997,59.0,3.0,60.0,69.0,68.0,64.0,45.0,50.14036867657944,5.140368676579442,NORMAL,0.0,10.028073735315889,1.1684424118953274
PROD029,2026.0,23,45.0,4739.204,108.225,1946.644,59.0,3.0,53.0,60.0,69.0,62.5,49.0,44.676667147667146,4.323332852332854,NORMAL,0.0,8.93533342953343,0.0
PROD029,2026.0,24,49.0,5100.093,107.34952380952382,2051.613,59.0,3.0,45.0,53.0,60.0,56.75,50.0,50.662122666311625,0.6621226663116246,NORMAL,0.0,10.132424533262325,1.7945471995739481
PROD029,2026.0,25,50.0,5160.6255,107.836875,2060.5555,59.0,3.0,49.0,45.0,53.0,51.75,49.0,51.725603929822604,2.7256039298226042,NORMAL,0.0,10.345120785964522,3.0707247157871222
PROD029,2026.0,26,49.0,4905.673000000001,107.17266666666666,1823.5230000000001,59.0,3.0,50.0,49.0,45.0,49.25,50.0,51.456594025086765,1.4565940250867655,NORMAL,0.0,10.291318805017355,2.74791283010412
PROD029,2026.0,27,50.0,5016.9325,106.813125,1925.3125,59.0,3.0,49.0,50.0,49.0,48.25,53.0,51.99246148533751,1.0075385146624924,NORMAL,0.0,10.398492297067502,3.3909537824050062
PROD029,2026.0,28,53.0,5347.031,106.28466666666667,2054.911,59.0,3.0,50.0,49.0,50.0,49.5,50.0,53.53945714957234,3.5394571495723426,NORMAL,0.0,10.707891429914469,5.247348579486811
PROD029,2026.0,29,50.0,5120.9619999999995,107.87833333333333,1991.652,59.0,3.0,53.0,50.0,49.0,50.5,52.0,52.49242328882616,0.49242328882615993,NORMAL,0.0,10.498484657765232,3.990907946591392
PROD029,2026.0,30,52.0,5235.6405,107.03222222222222,1994.1905,59.0,3.0,50.0,53.0,50.0,50.5,50.0,54.1356623615083,4.135662361508302,NORMAL,0.0,10.827132472301662,5.962794833809966
PROD029,2026.0,31,50.0,5114.3055,107.496875,2000.2855000000002,59.0,3.0,52.0,50.0,53.0,51.25,50.0,52.14310111806321,2.143101118063207,NORMAL,0.0,10.428620223612642,3.571721341675847
PROD029,2026.0,32,50.0,5120.1845,107.18499999999999,2019.7845,59.0,3.0,50.0,52.0,50.0,51.25,44.0,51.730098016088355,7.7300980160883555,NORMAL,0.0,10.346019603217671,3.076117619306025
PROD030,2026.0,5,25.0,1517.182,63.36333333333333,765.0519999999999,32.0,6.0,21.0,26.0,30.0,24.25,28.0,26.387872139281058,1.6121278607189424,NORMAL,0.0,5.277574427856212,0.0
PROD030,2026.0,6,28.0,1676.873,63.9475,839.5929999999998,32.0,6.0,25.0,21.0,26.0,25.5,35.0,27.890639563618365,7.109360436381635,NORMAL,0.0,5.578127912723673,1.4687674763420375
PROD030,2026.0,7,35.0,2089.5855,64.41333333333334,1033.3355,32.0,6.0,28.0,25.0,21.0,25.0,35.0,31.237208857599327,3.7627911424006726,NORMAL,0.0,6.247441771519866,5.484650629119194
PROD030,2026.0,8,35.0,2041.9975,63.408,983.3475,32.0,6.0,35.0,28.0,25.0,27.25,26.0,34.06280231958776,8.06280231958776,ALTO,2.0628023195877603,6.812560463917553,8.87536278350531
PROD030,2026.0,9,26.0,1605.7075,64.32777777777777,822.7475,32.0,6.0,35.0,35.0,28.0,30.75,21.0,26.36029619391616,5.3602961939161595,NORMAL,0.0,5.272059238783232,0.0
PROD030,2026.0,10,21.0,1299.7305,63.786,647.7505,32.0,6.0,26.0,35.0,35.0,31.0,23.0,22.629439699792957,0.37056030020704256,NORMAL,0.0,4.525887939958592,0.0
PROD030,2026.0,11,23.0,1413.3964999999998,63.862,716.8164999999999,32.0,6.0,21.0,26.0,35.0,29.25,32.0,23.69957971521942,8.300420284780579,NORMAL,0.0,4.739915943043885,0.0
PROD030,2026.0,12,32.0,1957.9569999999999,64.461,980.027,32.0,6.0,23.0,21.0,26.0,26.25,32.0,33.358980982632744,1.358980982632744,ALTO,1.358980982632744,6.671796196526549,8.030777179159294
PROD030,2026.0,13,32.0,1955.041,63.46,979.581,32.0,6.0,32.0,23.0,21.0,25.5,27.0,30.18593911010091,3.185939110100911,NORMAL,0.0,6.037187822020183,4.22312693212109
PROD030,2026.0,14,27.0,1642.277,63.958888888888886,822.077,32.0,6.0,32.0,32.0,23.0,27.0,26.0,25.078394388749647,0.921605611250353,NORMAL,0.0,5.01567887774993,0.0
PROD030,2026.0,15,26.0,1601.468,63.154444444444444,808.378,32.0,6.0,27.0,32.0,32.0,28.5,26.0,25.898774004758774,0.10122599524122577,NORMAL,0.0,5.1797548009517556,0.0
PROD030,2026.0,16,26.0,1620.279,64.22200000000001,830.179,32.0,6.0,26.0,27.0,32.0,29.25,22.0,27.151949834484608,5.151949834484608,NORMAL,0.0,5.4303899668969215,0.5823398013815293
PROD030,2026.0,17,22.0,1328.6795,63.88428571428572,652.8195000000001,32.0,6.0,26.0,26.0,27.0,27.75,24.0,22.658556347621683,1.3414436523783166,NORMAL,0.0,4.531711269524337,0.0
PROD030,2026.0,18,24.0,1386.6915,64.06142857142858,650.9715,32.0,6.0,22.0,26.0,26.0,25.25,37.0,26.838657745618452,10.161342254381548,NORMAL,0.0,5.3677315491236905,0.20638929474214507
PROD030,2026.0,19,37.0,2066.391,62.952999999999996,939.811,32.0,6.0,24.0,22.0,26.0,24.5,46.0,38.80203703703704,7.197962962962961,ALTO,6.802037037037039,7.760407407407408,14.562444444444445
PROD030,2026.0,20,46.0,2671.7145,63.842352941176465,1275.5345,32.0,6.0,37.0,24.0,22.0,27.25,35.0,45.89218829124093,10.892188291240927,ALTO,13.892188291240927,9.178437658248185,23.070625949489113
PROD030,2026.0,21,35.0,2077.054,63.321000000000005,1019.564,32.0,6.0,46.0,37.0,24.0,32.25,35.0,31.835057187744315,3.164942812255685,NORMAL,0.0,6.367011437548864,6.20206862529318
PROD030,2026.0,22,35.0,2175.298,63.476,1125.2079999999999,32.0,6.0,35.0,46.0,37.0,35.5,35.0,31.96853057589516,3.0314694241048414,NORMAL,0.0,6.393706115179032,6.362236691074187
PROD030,2026.0,23,35.0,2099.2845,63.69777777777777,1040.0645,32.0,6.0,35.0,35.0,46.0,38.25,30.0,31.572509175709758,1.572509175709758,NORMAL,0.0,6.314501835141952,5.887011010851708
PROD030,2026.0,24,30.0,1850.125,63.67416666666667,944.195,32.0,6.0,35.0,35.0,35.0,37.75,30.0,32.12350535580195,2.123505355801953,ALTO,0.12350535580195299,6.424701071160391,6.548206426962345
PROD030,2026.0,25,30.0,1765.2930000000001,63.49625,858.753,32.0,6.0,30.0,35.0,35.0,33.75,25.0,31.352994908995147,6.3529949089951465,NORMAL,0.0,6.270598981799029,5.623593890794176
PROD030,2026.0,26,25.0,1530.1565,64.219,771.6964999999999,32.0,6.0,30.0,30.0,35.0,32.5,25.0,26.006053921568622,1.006053921568622,NORMAL,0.0,5.201210784313725,0.0
PROD030,2026.0,27,25.0,1525.21,63.407777777777774,768.2,32.0,6.0,25.0,30.0,30.0,30.0,25.0,25.087103993814697,0.08710399381469713,NORMAL,0.0,5.01742079876294,0.0
PROD030,2026.0,28,25.0,1478.77,63.9025,715.89,32.0,6.0,25.0,25.0,30.0,27.5,27.0,26.824781318439396,0.1752186815606045,NORMAL,0.0,5.36495626368788,0.18973758212727887
PROD030,2026.0,29,27.0,1599.6385,63.34222222222221,775.7185,32.0,6.0,25.0,25.0,25.0,26.25,30.0,28.23251921880399,1.76748078119601,NORMAL,0.0,5.646503843760798,1.8790230625647908
PROD030,2026.0,30,30.0,1744.7810000000002,63.662222222222226,820.0010000000001,32.0,6.0,27.0,25.0,25.0,25.5,30.0,31.71601575220428,1.7160157522042816,NORMAL,0.0,6.343203150440857,6.059218902645142
PROD030,2026.0,31,30.0,1821.5725,63.87125,904.7125,32.0,6.0,30.0,27.0,25.0,26.75,30.0,33.55263123016798,3.5526312301679823,ALTO,1.5526312301679823,6.710526246033597,8.263157476201577
PROD030,2026.0,32,30.0,1890.338,63.784000000000006,979.068,32.0,6.0,30.0,30.0,27.0,28.0,22.0,31.926438374499188,9.926438374499188,NORMAL,0.0,6.385287674899838,6.311726049399027
